OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,YEAR,
43-3011,Bill and account collectors,,2580,9,12.62,26250,2.4,9.07,10.42,12.11,13.72,16.41,18870,21680,25190,28530,34120,2003,
43-3021,Billing and posting clerks and machine operators,,3370,6.8,12.42,25830,1.8,8.98,10.29,12.23,14.03,16.54,18690,21400,25430,29180,34410,2003,
43-3031,"Bookkeeping, accounting, and auditing clerks",,7210,4.8,12.97,26980,0.8,8.42,10.28,12.63,15.45,18.06,17520,21380,26280,32140,37570,2003,
43-3051,Payroll and timekeeping clerks,,930,6.6,14.04,29200,2,9.36,11.33,13.73,16.45,19.49,19460,23570,28570,34220,40540,2003,
43-3061,Procurement clerks,,260,16.8,13.99,29090,2.3,9.64,11.28,13.81,16.55,19.11,20050,23460,28730,34420,39750,2003,
43-3071,Tellers,,1880,16.2,9.93,20660,1.4,8.18,9.13,9.95,10.8,11.51,17020,18980,20700,22450,23950,2003,
43-4021,Correspondence clerks,,100,9.6,12.99,27010,3.2,9.26,10.64,13.04,15.63,16.92,19270,22130,27130,32500,35200,2003,
43-4041,"Credit authorizers, checkers, and clerks",,300,31.8,12.83,26690,4.6,9.43,10.43,11.96,14.31,17.23,19620,21700,24870,29770,35830,2003,
43-4051,Customer service representatives,,8620,6.4,13.23,27510,1.3,9.08,10.46,12.59,15.2,18.72,18890,21750,26180,31620,38930,2003,
43-4061,"Eligibility interviewers, government programs",,70,21.3,13.34,27750,5.7,9.24,10.47,12.3,15.31,20.14,19210,21770,25580,31850,41890,2003,
43-4071,File clerks,,920,17.3,9.58,19920,1.6,7.19,7.99,9.37,10.86,12.69,14950,16610,19500,22580,26400,2003,
43-4081,"Hotel, motel, and resort desk clerks",,610,8.9,8.2,17050,2.5,6.31,7.3,8.1,9.11,10.55,13120,15180,16840,18950,21950,2003,
43-4111,"Interviewers, except eligibility and loan",,1280,9.3,10.29,21390,2.4,7.61,8.64,9.99,11.59,13.73,15840,17970,20790,24110,28570,2003,
43-4121,"Library assistants, clerical",,160,5.6,9.32,19370,9.1,6.03,6.66,8.9,11.78,13.83,12540,13850,18500,24500,28760,2003,
43-4131,Loan interviewers and clerks,,910,10.5,12.58,26170,2.1,9.14,10.39,12.31,14.36,16.79,19000,21600,25600,29860,34930,2003,
43-4141,New accounts clerks,,150,27,11.47,23860,3.9,9.24,9.75,10.58,11.79,14.47,19220,20280,22010,24520,30090,2003,
43-4151,Order clerks,,1920,12.4,12.39,25770,1.2,8.52,9.93,12.12,14.47,17.1,17720,20660,25210,30090,35560,2003,
43-4161,"Human resources assistants, except payroll and timekeeping",,540,7.3,14.93,31050,2.1,10.84,12.27,14.14,16.84,20.73,22540,25510,29410,35030,43120,2003,
43-4171,Receptionists and information clerks,,4680,7.1,10.29,21410,1.4,7.07,8.83,10.28,11.94,13.55,14700,18360,21390,24840,28180,2003,
43-4181,Reservation and transportation ticket agents and travel clerks,,290,24.1,11.35,23610,3.6,8.09,9.17,10.74,12.88,14.63,16830,19080,22330,26790,30440,2003,
43-5011,Cargo and freight agents,,,,14.62,30410,3.3,10.34,12.3,14.05,17.09,20.7,21510,25590,29230,35540,43050,2003,
43-5021,Couriers and messengers,,1130,25.9,9.11,18950,3.8,6.33,7.46,8.99,10.42,11.94,13160,15520,18690,21660,24830,2003,
43-5031,"Police, fire, and ambulance dispatchers",,290,25.9,12.29,25560,3.6,8.22,10.43,12.3,13.73,16.44,17090,21690,25590,28570,34190,2003,
43-5032,"Dispatchers, except police, fire, and ambulance",,920,13.5,15.23,31680,1.7,10.04,11.96,15.06,18.37,20.95,20870,24880,31330,38200,43580,2003,
43-5041,"Meter readers, utilities",,170,12.1,13.38,27840,11.4,8.32,9.72,12.39,17.66,20.42,17310,20230,25780,36740,42470,2003,
43-5051,Postal service clerks,,280,0,18.78,39060,2.8,17.1,17.85,19.11,20.36,21.11,35570,37140,39740,42340,43900,2003,
43-5052,Postal service mail carriers,,1310,0,18.93,39370,2.6,15.35,17.52,19.11,20.71,22.67,31940,36440,39760,43070,47160,2003,
43-5053,"Postal service mail sorters, processors, and processing machine operators",,970,0,17.83,37080,3.8,13.38,17.39,18.76,20.13,20.95,27840,36170,39020,41870,43580,2003,
43-5061,"Production, planning, and expediting clerks",,1280,12.2,16.08,33450,1.5,10.87,12.49,15.05,19.18,23.03,22610,25980,31310,39890,47890,2003,
43-5071,"Shipping, receiving, and traffic clerks",,3720,5.6,11.83,24610,1.4,8.65,9.66,11.1,13.47,16.33,17980,20090,23090,28020,33960,2003,
43-5081,Stock clerks and order fillers,,8250,6,10.07,20940,1,6.79,7.88,9.65,11.67,13.93,14120,16390,20070,24280,28980,2003,
43-5111,"Weighers, measurers, checkers, and samplers, recordkeeping",,390,35.6,11.31,23530,4.5,7.75,8.73,10.66,13.21,16.06,16110,18170,22180,27470,33400,2003,
43-6011,Executive secretaries and administrative assistants,,5720,4.9,15.23,31680,1,10.44,12.32,14.63,17.31,20.76,21720,25620,30440,36010,43190,2003,
43-6012,Legal secretaries,,760,13.6,15.75,32770,2,11.7,13.69,15.81,17.89,20.61,24340,28470,32870,37210,42860,2003,
43-6013,Medical secretaries,,1370,14.4,12.28,25530,1.8,9.52,10.53,12.09,13.61,14.91,19800,21910,25150,28310,31010,2003,
43-6014,"Secretaries, except legal, medical, and executive",,6430,7.6,11.81,24570,1.6,7.63,9.64,11.54,13.78,16.52,15860,20040,23990,28660,34360,2003,
43-9011,Computer operators,,520,12.7,15.07,31350,2.6,10.08,11.72,14.39,18.35,21.19,20960,24370,29920,38160,44080,2003,
43-9021,Data entry keyers,,1960,11.6,9.98,20750,3,6.82,7.98,9.62,11.42,13.77,14180,16590,20000,23760,28640,2003,
43-9022,Word processors and typists,,400,32.9,11.62,24170,4.8,6.4,7.95,11.16,14.56,17.8,13310,16540,23220,30290,37030,2003,
43-9031,Desktop publishers,,160,32.2,14.59,30350,3.6,9.7,10.72,14.03,18.15,21.53,20180,22300,29180,37750,44780,2003,
43-9041,Insurance claims and policy processing clerks,,1080,29.8,14.6,30380,2.1,9.98,11.51,13.82,16.97,20.56,20760,23950,28750,35300,42750,2003,
43-9051,"Mail clerks and mail machine operators, except postal service",,1110,13.5,10.53,21910,2.8,7.72,8.54,9.87,11.88,14.38,16060,17770,20530,24710,29900,2003,
43-9061,"Office clerks, general",,9640,5.8,11.15,23190,1.7,7.29,8.79,10.57,12.99,15.9,15160,18280,21980,27020,33070,2003,
43-9071,"Office machine operators, except computer",,380,8.6,10.64,22130,5.9,7.81,8.58,9.89,11.85,15.32,16250,17850,20580,24650,31860,2003,
43-9111,Statistical assistants,,990,0.4,13.43,27940,2.7,11.18,11.87,13.03,14.98,16.47,23250,24690,27100,31160,34270,2003,
45-0000,"Farming, fishing, and forestry occupations",major,500,25.1,10.03,20870,3.1,6.75,7.86,9.19,12.07,13.84,14050,16350,19120,25100,28790,2003,
45-2092,"Farmworkers and laborers, crop, nursery, and greenhouse",,60,26.8,9.1,18930,8,6.15,7.1,8.93,10.79,12.93,12800,14760,18570,22450,26890,2003,
45-2093,"Farmworkers, farm and ranch animals",,340,34.9,9.74,20250,4.3,6.82,7.83,8.98,12,13.7,14190,16280,18670,24970,28500,2003,
47-0000,Construction and extraction occupations,major,25470,4.1,16.93,35210,1.9,9.7,12.16,15.89,21.29,26.52,20190,25290,33040,44290,55170,2003,
47-1011,First-line supervisors/managers of construction trades and extraction workers,,2280,5.7,23.24,48330,2.5,14.46,18.16,22.37,27.32,32.75,30070,37780,46520,56830,68130,2003,
47-2021,Brickmasons and blockmasons,,430,23.4,17.64,36690,6.3,11.79,14.87,17.77,21.18,23.13,24530,30930,36950,44060,48110,2003,
47-2031,Carpenters,,2320,9.1,16.96,35280,2.5,10.69,13.28,17.08,20.49,22.94,22240,27620,35530,42610,47720,2003,
47-2041,Carpet installers,,40,24.1,12.7,26420,3,9.9,11.04,12.63,14.06,15.93,20590,22970,26280,29240,33130,2003,
47-2044,Tile and marble setters,,50,0,17.87,37180,1.9,14.07,15.63,17.68,20.28,22.8,29270,32510,36770,42170,47430,2003,
47-2051,Cement masons and concrete finishers,,640,10.3,14.15,29430,4.6,9.49,10.77,13.3,16.55,20.66,19750,22400,27670,34420,42970,2003,
47-2061,Construction laborers,,4010,9.2,12.76,26540,3.6,7.33,9.61,12.32,15.73,18.56,15240,19990,25620,32720,38600,2003,
47-2071,"Paving, surfacing, and tamping equipment operators",,380,23.7,13.41,27880,4.7,9.25,10.54,12.59,15.39,19.03,19250,21920,26190,32020,39590,2003,
47-2073,Operating engineers and other construction equipment operators,,2560,24.2,16.47,34270,2.3,12.06,13.86,16.06,19.13,21.71,25080,28840,33410,39790,45150,2003,
47-2081,Drywall and ceiling tile installers,,500,19.2,15.46,32160,2.2,12.11,13.29,14.87,17.47,20.59,25190,27650,30930,36330,42830,2003,
47-2082,Tapers,,170,25.1,16.05,33390,3.9,12.41,14.28,15.93,18.32,20.86,25800,29700,33140,38100,43390,2003,
47-2111,Electricians,,2720,7.6,20.01,41620,4.3,11.93,14.36,19.77,25.81,28.65,24820,29870,41110,53690,59590,2003,
47-2121,Glaziers,,,,13.5,28080,7.5,10.06,11.58,13,15.05,18.54,20920,24090,27030,31300,38550,2003,
47-2130,Insulation workers,,120,18.7,19.13,39790,9.8,10.63,12.82,16.73,26.64,29.81,22120,26660,34790,55410,62010,2003,
47-2141,"Painters, construction and maintenance",,940,11.1,13.79,28690,3.7,9.39,11.1,13.51,16.15,18.87,19520,23100,28100,33590,39240,2003,
47-2151,Pipelayers,,100,28.8,13.8,28700,6.9,9.49,10.89,12.8,15.71,20.1,19740,22650,26620,32670,41800,2003,
47-2152,"Plumbers, pipefitters, and steamfitters",,2820,14.4,22.61,47020,4.6,14.44,17.57,24.41,27,28.91,30050,36550,50770,56160,60120,2003,
47-2161,Plasterers and stucco masons,,,,11.28,23460,5.8,9.45,9.87,10.58,11.29,16.02,19660,20540,22010,23480,33320,2003,
47-2171,Reinforcing iron and rebar workers,,,,18.59,38670,7.5,10.3,13.66,19.51,22.34,26.87,21430,28420,40580,46460,55890,2003,
47-2181,Roofers,,580,18.1,14.51,30170,2.1,10.16,11.72,13.81,16.92,19.99,21140,24380,28710,35190,41590,2003,
47-2211,Sheet metal workers,,720,22.1,18.46,38390,3.7,11.13,13.52,16.98,24.33,27.36,23150,28110,35310,50600,56900,2003,
47-2221,Structural iron and steel workers,,300,38,19.83,41250,6.2,12.29,15.49,20.96,24.87,26.84,25570,32220,43600,51730,55830,2003,
47-3011,"Helpers--brickmasons, blockmasons, stonemasons, and tile and marble setters",,190,22.2,12.7,26410,4.5,8.3,10.27,12.73,15.48,17.38,17260,21360,26480,32200,36150,2003,
47-3012,Helpers--carpenters,,320,29.9,11.05,22990,3,6.8,9.15,10.74,13.5,15.73,14140,19030,22330,28080,32720,2003,
47-3013,Helpers--electricians,,520,32.4,10.84,22550,4.3,7.79,8.64,10.23,12.67,14.37,16210,17970,21270,26340,29900,2003,
47-3015,"Helpers--pipelayers, plumbers, pipefitters, and steamfitters",,750,12.2,12.03,25030,7.6,8.96,9.76,11.07,14.92,17.02,18640,20310,23020,31030,35410,2003,
47-3016,Helpers--roofers,,110,27.4,10.95,22770,3.4,8.05,9.47,10.74,12.76,14.11,16740,19700,22330,26530,29340,2003,
47-4011,Construction and building inspectors,,160,22.8,20.56,42750,3.8,14.4,16.42,19.56,24.35,27.63,29960,34140,40690,50660,57460,2003,
47-4021,Elevator installers and repairers,,70,38.5,19,39520,13.4,9.73,13.18,20.16,24.19,26.96,20250,27410,41940,50320,56080,2003,
47-4031,Fence erectors,,100,14.3,11,22880,9.6,7.97,8.95,10.49,12.64,15.6,16580,18620,21810,26300,32450,2003,
47-4041,Hazardous materials removal workers,,140,39.3,16.39,34100,2.1,12.52,14.04,16.08,17.86,21.04,26040,29210,33440,37150,43760,2003,
47-4051,Highway maintenance workers,,390,28.2,12.43,25850,4.3,8.7,9.95,11.77,14.82,17.23,18100,20690,24470,30840,35840,2003,
47-4071,Septic tank servicers and sewer pipe cleaners,,,,14.04,29200,6.7,6.06,6.79,15.69,20.39,22.13,12610,14110,32630,42410,46030,2003,
49-0000,"Installation, maintenance, and repair occupations",major,22990,3.9,17.03,35430,1.8,9.34,12.13,16.13,21.25,26.55,19430,25230,33560,44200,55220,2003,
49-1011,"First-line supervisors/managers of mechanics, installers, and repairers",,2080,6.3,22.97,47780,1.7,13.84,17.41,21.96,27.58,33.93,28780,36220,45680,57380,70580,2003,
49-2011,"Computer, automated teller, and office machine repairers",,850,16.3,13.99,29110,3.6,9.31,10.55,13.34,16.94,20.27,19360,21940,27750,35230,42170,2003,
49-2021,Radio mechanics,,,,17.6,36610,4.2,10.34,13.33,17.12,20.9,26.62,21500,27730,35620,43470,55370,2003,
49-2022,"Telecommunications equipment installers and repairers, except line installers",,480,20,20.52,42670,3.7,13.27,16.61,21.4,25.4,27.6,27590,34540,44500,52820,57400,2003,
49-2092,"Electric motor, power tool, and related repairers",,200,20.5,16.8,34950,5.7,10.09,12.15,14.88,19.94,28.68,21000,25280,30960,41480,59650,2003,
49-2094,"Electrical and electronics repairers, commercial and industrial equipment",,270,17.8,18.54,38560,5.1,11.21,13.49,17.98,23.39,26.83,23310,28050,37410,48640,55800,2003,
49-2096,"Electronic equipment installers and repairers, motor vehicles",,,,18.1,37640,4.2,13.82,16.83,18.81,20.49,21.5,28740,35010,39120,42610,44710,2003,
49-2097,Electronic home entertainment equipment installers and repairers,,100,16.2,14.22,29580,6.1,8.61,10.92,13.31,16.71,21.29,17910,22720,27680,34760,44290,2003,
49-2098,Security and fire alarm systems installers,,,,13.76,28630,9.1,9.45,10.9,12.87,16.47,20.87,19660,22660,26770,34250,43420,2003,
49-3011,Aircraft mechanics and service technicians,,,,23.36,48590,5.7,12.57,16.06,20.79,31.49,39.35,26150,33400,43230,65500,81840,2003,
49-3021,Automotive body and related repairers,,750,10.5,18.05,37550,3.8,11.33,13.69,17.62,21.4,25.62,23570,28470,36650,44510,53300,2003,
49-3022,Automotive glass installers and repairers,,,,17.05,35470,12.7,9.67,12.97,19.05,21.26,22.58,20110,26980,39630,44220,46970,2003,
49-3023,Automotive service technicians and mechanics,,2400,10.1,13.47,28020,3.2,6.58,8.56,12.82,16.83,21.7,13690,17810,26660,35010,45140,2003,
49-3031,Bus and truck mechanics and diesel engine specialists,,1420,11.3,16.84,35030,2.9,11.4,13.63,16.3,19.94,23.6,23700,28350,33910,41470,49080,2003,
49-3041,Farm equipment mechanics,,50,33.3,12.69,26390,5.5,9.49,10.52,12.35,14.6,17.01,19730,21880,25680,30360,35390,2003,
49-3042,"Mobile heavy equipment mechanics, except engines",,650,23.5,16.11,33500,2.1,12.28,14.16,15.87,18.12,20.88,25540,29450,33010,37690,43430,2003,
49-3052,Motorcycle mechanics,,30,21.2,11.19,23270,5.1,7.86,9.24,10.71,13.42,15.92,16340,19230,22280,27910,33120,2003,
49-3053,Outdoor power equipment and other small engine mechanics,,120,20.2,12.55,26100,3.5,9.24,10.24,11.96,13.8,17.36,19220,21300,24870,28690,36110,2003,
49-3092,Recreational vehicle service technicians,,50,9.3,16.35,34010,4.8,10.01,13.08,17.73,20.07,21.48,20820,27200,36880,41750,44670,2003,
49-3093,Tire repairers and changers,,450,16.2,11.09,23070,5.2,7.91,9.06,10.53,12.63,14.54,16440,18840,21900,26270,30240,2003,
49-9012,"Control and valve installers and repairers, except mechanical door",,120,25.8,22.81,47440,3.4,18.45,20.7,23.15,25.68,27.23,38370,43060,48140,53420,56630,2003,
49-9021,"Heating, air conditioning, and refrigeration mechanics and installers",,810,18.7,18.33,38130,3.7,11.75,13.92,17.56,22.26,26.53,24440,28940,36520,46310,55180,2003,
49-9031,Home appliance repairers,,150,38.4,15.48,32190,11.2,6.33,11.87,17,20.02,21.69,13170,24690,35350,41650,45110,2003,
49-9041,Industrial machinery mechanics,,1260,19.5,20.79,43250,4.2,13.23,17.29,21.99,25.08,27.03,27530,35970,45730,52170,56230,2003,
49-9042,"Maintenance and repair workers, general",,5710,5.7,15.17,31560,2.1,9.07,11.38,14.41,18.56,22.77,18860,23660,29980,38600,47360,2003,
49-9043,"Maintenance workers, machinery",,190,14.6,16.99,35340,3.5,10.97,12.99,16.26,20.89,25.48,22810,27010,33820,43440,52990,2003,
49-9044,Millwrights,,440,30.1,22.38,46550,6.3,16.8,19.05,21.63,26.43,30.08,34950,39630,44980,54970,62560,2003,
49-9051,Electrical power-line installers and repairers,,360,29,23.12,48100,4.3,14.54,18.51,23.65,26.65,31.34,30240,38500,49190,55420,65180,2003,
49-9052,Telecommunications line installers and repairers,,700,36.9,15.55,32340,4.5,10,12.72,15.82,17.89,20.66,20790,26460,32900,37210,42980,2003,
49-9062,Medical equipment repairers,,180,25,18.1,37640,5.5,11.09,13.84,17.92,21.84,25.92,23070,28790,37280,45420,53910,2003,
49-9063,Musical instrument repairers and tuners,,30,41.3,12.47,25930,6.7,7.48,8.52,12.06,15.18,19.5,15570,17730,25080,31580,40560,2003,
49-9064,Watch repairers,,,,16.51,34330,13,9.11,10.76,17.58,20.34,29.3,18950,22390,36570,42300,60950,2003,
49-9091,"Coin, vending, and amusement machine servicers and repairers",,260,23.6,13.16,27370,3.9,8.61,11.07,12.77,15.47,17.74,17900,23030,26550,32170,36900,2003,
49-9094,Locksmiths and safe repairers,,60,20.4,12.36,25720,4.5,6.27,8.77,11.31,15.94,19.99,13040,18230,23530,33160,41580,2003,
49-9095,Manufactured building and mobile home installers,,,,14.22,29580,3.9,9.86,11.01,14.78,16.96,18.63,20510,22910,30740,35270,38750,2003,
49-9098,"Helpers--installation, maintenance, and repair workers",,640,16.1,10.85,22580,5.2,6.66,7.75,9.51,13.38,17.59,13840,16110,19780,27840,36590,2003,
51-0000,Production occupations,major,56920,2.6,15.71,32680,5.1,8.18,10.27,13.94,21.09,26.31,17010,21360,29000,43860,54730,2003,
51-1011,First-line supervisors/managers of production and operating workers,,3580,3.6,21.63,44980,2.3,13.43,16.05,20.45,26.14,32.42,27940,33380,42540,54360,67420,2003,
51-2022,Electrical and electronic equipment assemblers,,420,16.6,12.5,26000,9.5,6.51,7.78,11.38,16.59,21.24,13540,16180,23660,34500,44180,2003,
51-2041,Structural metal fabricators and fitters,,670,35.3,13.88,28860,2.4,11.21,12.03,13.26,15.27,17.99,23320,25020,27570,31760,37410,2003,
51-3011,Bakers,,470,23.6,9.9,20590,2.5,7.57,8.33,9.59,11.14,13.09,15750,17320,19950,23170,27230,2003,
51-3021,Butchers and meat cutters,,420,8,12.92,26870,2.1,8.34,10.67,13.09,15.44,17.01,17360,22190,27230,32120,35370,2003,
51-3091,"Food and tobacco roasting, baking, and drying machine operators and tenders",,80,30.5,18.09,37620,2.9,13.26,14.74,16.85,21.53,25.95,27580,30650,35040,44770,53970,2003,
51-3092,Food batchmakers,,490,28.9,13.19,27430,2.7,8.9,10.85,13.84,15.88,17.16,18520,22570,28790,33040,35700,2003,
51-4011,"Computer-controlled machine tool operators, metal and plastic",,290,27.1,14.42,29990,6.8,8.05,10.89,14.76,18.4,20.54,16750,22640,30710,38280,42710,2003,
51-4021,"Extruding and drawing machine setters, operators, and tenders, metal and plastic",,320,21,13.82,28740,3.6,10.15,12.22,14.17,16,17.1,21120,25420,29470,33270,35570,2003,
51-4022,"Forging machine setters, operators, and tenders, metal and plastic",,230,46.4,13.01,27050,5.2,9.31,11.23,12.96,15.04,17.07,19370,23350,26950,31290,35500,2003,
51-4023,"Rolling machine setters, operators, and tenders, metal and plastic",,220,46.9,16.56,34450,6.2,10.2,13.4,16.72,19.95,22.67,21220,27860,34780,41490,47150,2003,
51-4031,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",,1570,19.9,10.97,22820,3,7.49,8.61,10.65,12.91,15.51,15570,17910,22150,26850,32250,2003,
51-4032,"Drilling and boring machine tool setters, operators, and tenders, metal and plastic",,110,25.9,12.98,27000,3.5,9.12,11.17,13.11,15.34,17.13,18960,23230,27280,31910,35620,2003,
51-4033,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",,170,38.9,12.16,25280,2.3,8.65,10.29,12.08,13.68,16.12,17990,21400,25120,28450,33520,2003,
51-4034,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",,150,21.5,14.12,29370,2.7,10.1,12.16,14.03,16.12,17.74,21000,25290,29190,33540,36900,2003,
51-4041,Machinists,,1090,13.5,17.57,36550,2.2,10.62,12.96,17.02,21.21,26.66,22100,26960,35400,44120,55450,2003,
51-4072,"Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",,980,26,10.65,22160,7.2,7.12,8.32,9.99,12.51,15.38,14810,17300,20790,26010,31990,2003,
51-4081,"Multiple machine tool setters, operators, and tenders, metal and plastic",,590,20.1,13.15,27340,3.7,8.82,10.59,13.19,16.06,17.55,18340,22020,27440,33410,36500,2003,
51-4111,Tool and die makers,,710,14.5,20.13,41870,5.6,11.79,15.87,20.99,25.26,28.21,24530,33010,43660,52540,58680,2003,
51-4121,"Welders, cutters, solderers, and brazers",,2470,9.7,14.64,30460,3.3,10.21,12.19,14.75,16.85,18.22,21230,25360,30680,35060,37900,2003,
51-4122,"Welding, soldering, and brazing machine setters, operators, and tenders",,,,16.99,35330,3.9,11.33,12.3,13.74,23.54,28.06,23560,25580,28570,48960,58360,2003,
51-4191,"Heat treating equipment setters, operators, and tenders, metal and plastic",,80,36.9,14.24,29620,6.9,9.3,10.47,13.72,17.36,20.96,19340,21790,28530,36110,43600,2003,
51-4192,"Lay-out workers, metal and plastic",,40,29.6,14.57,30310,3.4,11.59,12.68,14.43,16.8,18.27,24110,26360,30010,34950,37990,2003,
51-4193,"Plating and coating machine setters, operators, and tenders, metal and plastic",,270,43.8,13.28,27630,4,9.29,10.63,12.76,15.33,17.66,19320,22100,26550,31880,36730,2003,
51-4194,"Tool grinders, filers, and sharpeners",,60,22.8,13.9,28910,4.3,9.58,10.44,13,17.04,20.59,19920,21720,27040,35440,42830,2003,
51-5011,Bindery workers,,840,17,11.98,24930,4.6,7.23,8.68,10.96,14.59,19.13,15050,18040,22790,30350,39800,2003,
51-5012,Bookbinders,,50,36.2,12.36,25720,13.3,7.37,7.99,9.51,16.53,20.75,15330,16610,19780,34380,43170,2003,
